Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
and1,0.243,0.554,0.0122,0.0007,0,4.58E-03
AO,1.203,0.781,0.0461,0.0136,0,1.12E-01
CO,0.243,0.259,0.012,0.0007,0,4.58E-03
G100,0.243,0.104,0.0405,0.0024,0,4.58E-03
G100BF,0.243,0.896,0.0405,0.0024,1,4.58E-03
G101,0.243,0,0,0,0,4.58E-03
G101BF,0.243,1,0,0,1,4.58E-03
G103,0.243,0.013,0.0059,0.0003,0,4.58E-03
G103BF,0.243,0.987,0.0059,0.0003,1,4.58E-03
G104,0.243,0.016,0.0071,0.0004,0,4.58E-03
G104BF,0.243,0.984,0.0071,0.0004,1,4.58E-03
G105,0.243,0.015,0.0057,0.0003,0,4.58E-03
G105BF,0.243,0.985,0.0057,0.0003,1,4.58E-03
G106,0.243,0,0,0,0,4.58E-03
G106BF,0.243,1,0,0,1,4.58E-03
G107,0.243,0.003,0.001,6.18E-05,1,4.58E-03
G110,2.362,0.5,0.1,0.0579,0,4.32E-01
G122,0.243,0,0,0,0,4.58E-03
G124,0.243,0.51,0.1063,0.0063,0,4.58E-03
G125,0.243,0.043,0.0231,0.0014,0,4.58E-03
G126,0.243,0.052,0.0239,0.0014,0,4.58E-03
G127,0.243,0.041,0.0229,0.0014,0,4.58E-03
G128,0.243,0,0,0,0,4.58E-03
G129,0.243,0.01,0.0047,0.0003,0,4.58E-03
G130,0.243,0.019,0.007,0.0004,0,4.58E-03
G131,0.243,0.014,0.0063,0.0004,0,4.58E-03
G132,0.243,0,0,0,0,4.58E-03
G133,0.243,0.417,0.1205,0.0072,0,4.58E-03
G134,0.243,0.702,0.1174,0.007,0,4.58E-03
G135,0.243,0.696,0.1148,0.0068,0,4.58E-03
G136,0.243,0.7,0.1161,0.0069,0,4.58E-03
G137,0.243,0.709,0.1151,0.0069,0,4.58E-03
G138,0.243,0.849,0.0452,0.0027,0,4.58E-03
G139,0.243,0.406,0.118,0.007,0,4.58E-03
G140,0.243,0.862,0.0441,0.0026,0,4.58E-03
G141,0.243,0.415,0.1183,0.0071,0,4.58E-03
G142,0.544,0.84,0.0468,0.0062,0,2.29E-02
G208,0.243,0.595,0.1285,0.0077,0,4.58E-03
G210,0.243,0.593,0.1261,0.0075,0,4.58E-03
G212,0.243,0.596,0.1267,0.0076,0,4.58E-03
G214,0.243,0.598,0.1265,0.0075,0,4.58E-03
G224,0.243,1,0,0,0,4.58E-03
G225,0.243,0.5,0.1,0.006,0,4.58E-03
G226,0.243,0.014,0.0062,0.0004,0,4.58E-03
G227,0.243,0.021,0.0079,0.0005,0,4.58E-03
G228,0.243,0.014,0.0063,0.0004,0,4.58E-03
G229,0.544,0,0,0,0,2.29E-02
G230,0.243,0.558,0.116,0.0069,0,4.58E-03
G231,1.203,0.259,0.0985,0.029,0,1.12E-01
G235,0.243,0.151,0.0452,0.0027,0,4.58E-03
G236,0.243,0.575,0.115,0.0069,0,4.58E-03
G237,0.243,0.138,0.0441,0.0026,0,4.58E-03
G238,0.243,0.561,0.1145,0.0068,0,4.58E-03
G239,0.243,0.16,0.0468,0.0028,0,4.58E-03
G240,0.243,0,0,0,0,4.58E-03
G241,0.243,0.006,0.0058,0.0003,0,4.58E-03
G242,0.243,0.016,0.0071,0.0004,0,4.58E-03
G243,0.243,0.02,0.0079,0.0005,0,4.58E-03
G244,0.243,0.015,0.0063,0.0004,0,4.58E-03
G245,0.243,0,0,0,0,4.58E-03
G246,0.243,0.025,0.0161,0.001,0,4.58E-03
G247,0.243,0.064,0.0491,0.0029,0,4.58E-03
G248,0.243,0.065,0.0484,0.0029,0,4.58E-03
G249,0.243,0.012,0.0035,0.0002,0,4.58E-03
G250,0.243,0,0,0,0,4.58E-03
G251,0.243,0,0,0,0,4.58E-03
G252,0.243,0.02,0.0119,0.0007,0,4.58E-03
G253,0.243,0,0,0,0,4.58E-03
G254,0.243,0.024,0.0154,0.0009,0,4.58E-03
G255,0.243,0,0,0,0,4.58E-03
G256,0.243,0.006,0.005,0.0003,0,4.58E-03
G257,0.243,0.026,0.0186,0.0011,0,4.58E-03
G258,0.243,0.027,0.0189,0.0011,0,4.58E-03
G259,0.243,0.024,0.0189,0.0011,0,4.58E-03
G260,0.243,0,0,0,0,4.58E-03
G261,0.243,0.012,0.0034,0.0002,0,4.58E-03
G262,0.243,0.019,0.007,0.0004,0,4.58E-03
G263,0.243,0.062,0.0476,0.0028,0,4.58E-03
G264,0.243,0.068,0.0493,0.0029,0,4.58E-03
G265,0.243,0.005,0.0055,0.0003,0,4.58E-03
G266,0.243,0,0,0,0,4.58E-03
G267,0.243,0,0,0,0,4.58E-03
G268,0.863,1,0,0,0,5.76E-02
G270,0.863,0.49,0.1063,0.0225,0,5.76E-02
G271,0.243,0.043,0.0231,0.0014,0,4.58E-03
G272,0.243,0.052,0.0239,0.0014,0,4.58E-03
G273,0.243,0.041,0.0229,0.0014,0,4.58E-03
G274,0.243,0,0,0,0,4.58E-03
G275,0.243,0.01,0.0047,0.0003,0,4.58E-03
G276,0.243,0.019,0.007,0.0004,0,4.58E-03
G277,0.243,0.014,0.0063,0.0004,0,4.58E-03
G279,0.863,0.583,0.1205,0.0255,0,5.76E-02
G280,0.863,0.298,0.1174,0.0248,0,5.76E-02
G281,0.863,0.304,0.1148,0.0243,0,5.76E-02
G282,0.863,0.3,0.1161,0.0245,0,5.76E-02
G283,0.863,0.291,0.1151,0.0243,0,5.76E-02
G284,0.863,0.151,0.0452,0.0096,0,5.76E-02
G285,0.863,0.594,0.118,0.025,0,5.76E-02
G286,0.863,0.138,0.0441,0.0093,0,5.76E-02
G287,0.863,0.585,0.1183,0.025,0,5.76E-02
G288,0.863,0.16,0.0468,0.0099,0,5.76E-02
G289,0.243,0.131,0.0734,0.0044,0,4.58E-03
G293,1.951,0,0,0,0,2.94E-01
G300,1.565,0.028,0.0073,0.0028,0,1.89E-01
G303,1.951,0.037,0.0076,0.0036,0,2.94E-01
G306,1.565,0.026,0.0065,0.0025,0,1.89E-01
G309,1.565,0,0,0,0,1.89E-01
G312,0.243,0.006,0.0013,8.00E-05,0,4.58E-03
G315,0.243,0.007,0.0017,0.0001,0,4.58E-03
G318,0.243,0.006,0.0018,0.0001,0,4.58E-03
G321,0.243,0,0,0,0,4.58E-03
