Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
and1,0.243,0.492,0.0302,0.0018,0,4.58E-03
AO,1.203,0.239,0.1204,0.0355,0,1.12E-01
CO,0.243,0.247,0.0301,0.0018,0,4.58E-03
n_87,0.243,0.5,0.1,0.006,0,4.58E-03
n_88,0.243,0.5,0.1,0.006,0,4.58E-03
n_89,0.243,0.5,0.1,0.006,0,4.58E-03
n_90,0.243,0.066,0.0475,0.0028,0,4.58E-03
n_91,0.243,0.031,0.0272,0.0016,0,4.58E-03
n_92,0.243,0.249,0.0968,0.0058,0,4.58E-03
n_93,0.243,0.873,0.0728,0.0043,0,4.58E-03
n_94,0.243,0.875,0.0719,0.0043,0,4.58E-03
n_95,0.243,0.5,0.1,0.006,0,4.58E-03
n_96,0.243,0.5,0.1,0.006,0,4.58E-03
N0,0.243,0.243,0.0963,0.0057,0,4.58E-03
N10,0.243,0.253,0.0981,0.0058,0,4.58E-03
N100,0.243,0.066,0.0475,0.0028,0,4.58E-03
N102,0.243,0.015,0.0168,0.001,0,4.58E-03
N103,0.243,0.153,0.1093,0.0065,0,4.58E-03
N104,0.243,0.678,0.1773,0.0106,0,4.58E-03
N105,0.243,0.249,0.1754,0.0105,0,4.58E-03
N107,0.243,0.107,0.1064,0.0063,0,4.58E-03
N108,0.243,0.716,0.167,0.01,0,4.58E-03
N109,0.243,0.254,0.1842,0.011,0,4.58E-03
N11,0.243,0.256,0.0976,0.0058,0,4.58E-03
N110,0.243,0.252,0.1797,0.0107,0,4.58E-03
N112,0.243,0.5,0.1,0.006,0,4.58E-03
N113,0.243,0.5,0.1,0.006,0,4.58E-03
N114,0.243,0.755,0.0966,0.0058,0,4.58E-03
N115,0.243,0.739,0.099,0.0059,0,4.58E-03
N117,0.243,0.756,0.1815,0.0108,0,4.58E-03
N118,0.243,0.744,0.186,0.0111,0,4.58E-03
N119,0.243,0.746,0.1846,0.011,0,4.58E-03
N12,0.243,0.373,0.1221,0.0073,0,4.58E-03
N120,0.243,0.747,0.1814,0.0108,0,4.58E-03
N122,0.243,0.755,0.1764,0.0105,0,4.58E-03
N123,0.243,0.746,0.181,0.0108,0,4.58E-03
N124,0.243,0.745,0.1831,0.0109,0,4.58E-03
N125,0.243,0.75,0.1785,0.0106,0,4.58E-03
N127,0.243,0.974,0.025,0.0015,0,4.58E-03
N128,0.243,0.996,0.0056,0.0003,0,4.58E-03
N129,0.243,0.975,0.0233,0.0014,0,4.58E-03
N131,0.243,0.996,0.0056,0.0003,0,4.58E-03
N132,0.243,0.974,0.0231,0.0014,0,4.58E-03
N133,0.243,0.996,0.0056,0.0003,0,4.58E-03
N134,0.243,0.974,0.0248,0.0015,0,4.58E-03
N136,0.243,0.996,0.0056,0.0003,0,4.58E-03
N137,0.243,0.747,0.0984,0.0059,0,4.58E-03
N139,0.243,0.966,0.0328,0.002,0,4.58E-03
N14,0.243,0.513,0.1912,0.0114,0,4.58E-03
N140,0.243,0.752,0.0982,0.0059,0,4.58E-03
N141,0.243,0.966,0.0338,0.002,0,4.58E-03
N142,0.243,0.745,0.0969,0.0058,0,4.58E-03
N144,0.243,0.969,0.0325,0.0019,0,4.58E-03
N145,0.243,0.751,0.099,0.0059,0,4.58E-03
N147,0.243,0.966,0.0321,0.0019,0,4.58E-03
N148,0.243,0.732,0.1126,0.0067,0,4.58E-03
N15,0.243,0.499,0.1951,0.0116,0,4.58E-03
N150,0.243,0.967,0.0325,0.0019,0,4.58E-03
N151,0.243,0.734,0.1099,0.0066,0,4.58E-03
N154,0.243,0.967,0.0341,0.002,0,4.58E-03
N155,0.243,0.737,0.11,0.0066,0,4.58E-03
N157,0.243,0.968,0.031,0.0018,0,4.58E-03
N158,0.243,0.728,0.1121,0.0067,0,4.58E-03
N16,0.243,0.49,0.1887,0.0112,0,4.58E-03
N160,0.243,0.965,0.0337,0.002,0,4.58E-03
N161,0.243,0.75,0.3671,0.0219,0,4.58E-03
N162,0.243,0.75,0.3735,0.0223,0,4.58E-03
N163,0.243,0.749,0.366,0.0218,0,4.58E-03
N164,0.243,0.752,0.3683,0.0219,0,4.58E-03
N166,0.243,0.85,0.0916,0.0055,0,4.58E-03
N167,0.243,0.999,0.0013,8.00E-05,0,4.58E-03
N168,0.243,0.857,0.0856,0.0051,0,4.58E-03
N169,0.243,0.999,0.0017,0.0001,0,4.58E-03
N170,0.243,0.85,0.091,0.0054,0,4.58E-03
N172,0.243,0.999,0.0012,6.91E-05,0,4.58E-03
N173,0.243,0.85,0.0926,0.0055,0,4.58E-03
N174,0.243,0.999,0.0019,0.0001,0,4.58E-03
N175,0.243,0.848,0.095,0.0057,0,4.58E-03
N176,0.243,0.999,0.0015,8.73E-05,0,4.58E-03
N178,0.243,0.747,0.0982,0.0059,0,4.58E-03
N179,0.243,0.849,0.0948,0.0057,0,4.58E-03
N18,0.243,0.509,0.1929,0.0115,0,4.58E-03
N180,0.243,0.749,0.1002,0.006,0,4.58E-03
N181,0.243,0.848,0.0947,0.0056,0,4.58E-03
N182,0.243,0.747,0.0988,0.0059,0,4.58E-03
N184,0.243,0.848,0.0939,0.0056,0,4.58E-03
N185,0.243,0.492,0.2184,0.013,0,4.58E-03
N186,0.243,0.5,0.1,0.006,0,4.58E-03
N187,0.243,0.745,0.1499,0.0089,0,4.58E-03
N188,0.243,0.925,0.0579,0.0034,0,4.58E-03
N19,0.243,0.498,0.1898,0.0113,0,4.58E-03
N190,0.243,0.745,0.1459,0.0087,0,4.58E-03
N191,0.243,0.932,0.0542,0.0032,0,4.58E-03
N192,0.243,0.748,0.152,0.0091,0,4.58E-03
N193,0.243,0.928,0.0562,0.0034,0,4.58E-03
N194,0.243,0.75,0.1522,0.0091,0,4.58E-03
N196,0.243,0.92,0.0621,0.0037,0,4.58E-03
N197,0.243,0.746,0.1536,0.0092,0,4.58E-03
N198,0.243,0.926,0.0608,0.0036,0,4.58E-03
N199,0.243,0.744,0.1549,0.0092,0,4.58E-03
N2,0.243,0.233,0.0954,0.0057,0,4.58E-03
N20,0.243,0.51,0.1859,0.0111,0,4.58E-03
N200,0.243,0.927,0.0612,0.0036,0,4.58E-03
N202,0.243,0.744,0.1504,0.009,0,4.58E-03
N203,0.243,0.925,0.0587,0.0035,0,4.58E-03
N204,0.243,0.744,0.1548,0.0092,0,4.58E-03
N205,0.243,0.745,0.155,0.0092,0,4.58E-03
N206,0.243,0.74,0.1533,0.0091,0,4.58E-03
N208,0.243,0.921,0.0612,0.0036,0,4.58E-03
N209,0.243,0.502,0.2219,0.0132,0,4.58E-03
N21,0.243,0.496,0.1902,0.0113,0,4.58E-03
N211,0.243,0.678,0.1773,0.0106,0,4.58E-03
N212,0.243,0.501,0.2216,0.0132,0,4.58E-03
N213,0.243,0.648,0.1755,0.0105,0,4.58E-03
N214,0.243,0.497,0.2169,0.0129,0,4.58E-03
N215,0.243,0.594,0.1545,0.0092,0,4.58E-03
N216,0.243,0.658,0.2071,0.0123,0,4.58E-03
N217,0.243,0.839,0.1454,0.0087,0,4.58E-03
N218,0.243,0.677,0.2047,0.0122,0,4.58E-03
N22,0.243,0.499,0.1885,0.0112,0,4.58E-03
N220,0.243,0.826,0.1514,0.009,0,4.58E-03
N221,0.243,0.703,0.1855,0.0111,0,4.58E-03
N222,0.243,0.795,0.1571,0.0094,0,4.58E-03
N223,0.243,0.746,0.0954,0.0057,0,4.58E-03
N224,0.243,0.755,0.1911,0.0114,0,4.58E-03
N225,0.243,0.505,0.2177,0.013,0,4.58E-03
N226,0.243,0.687,0.1786,0.0106,0,4.58E-03
N227,0.243,0.65,0.2256,0.0134,0,4.58E-03
N229,0.243,0.843,0.1439,0.0086,0,4.58E-03
N23,0.243,0.054,0.0445,0.0026,0,4.58E-03
N230,0.243,0.75,0.1002,0.006,0,4.58E-03
N231,0.243,0.754,0.1973,0.0118,0,4.58E-03
N232,0.243,0.747,0.0955,0.0057,0,4.58E-03
N233,0.243,0.749,0.2013,0.012,0,4.58E-03
N234,0.243,0.746,0.0985,0.0059,0,4.58E-03
N235,0.243,0.745,0.2012,0.012,0,4.58E-03
N236,0.243,0.494,0.2133,0.0127,0,4.58E-03
N238,0.243,0.716,0.167,0.01,0,4.58E-03
N239,0.243,0.498,0.2066,0.0123,0,4.58E-03
N24,0.243,0.933,0.0558,0.0033,0,4.58E-03
N240,0.243,0.702,0.1763,0.0105,0,4.58E-03
N241,0.243,0.501,0.2097,0.0125,0,4.58E-03
N242,0.243,0.688,0.1811,0.0108,0,4.58E-03
N243,0.243,0.649,0.2027,0.0121,0,4.58E-03
N244,0.243,0.86,0.1346,0.008,0,4.58E-03
N245,0.243,0.655,0.2043,0.0122,0,4.58E-03
N247,0.243,0.854,0.1371,0.0082,0,4.58E-03
N248,0.243,0.654,0.2103,0.0125,0,4.58E-03
N249,0.243,0.843,0.1439,0.0086,0,4.58E-03
N25,0.243,0.458,0.1209,0.0072,0,4.58E-03
N250,0.243,0.753,0.0988,0.0059,0,4.58E-03
N251,0.243,0.753,0.2121,0.0126,0,4.58E-03
N252,0.243,0.747,0.0981,0.0058,0,4.58E-03
N253,0.243,0.746,0.192,0.0114,0,4.58E-03
N254,0.243,0.751,0.1001,0.006,0,4.58E-03
N256,0.243,0.744,0.197,0.0117,0,4.58E-03
N257,0.243,0.753,0.097,0.0058,0,4.58E-03
N258,0.243,0.75,0.2014,0.012,0,4.58E-03
N262,0.243,0.247,0.0301,0.0018,0,4.58E-03
N263,0.243,0.247,0.0301,0.0018,0,4.58E-03
N269,0.243,0.934,0.048,0.0029,0,4.58E-03
N27,0.243,0.252,0.2178,0.013,0,4.58E-03
N270,0.544,0.933,0.0461,0.0061,0,2.29E-02
N279,0.243,0.937,0.0475,0.0028,0,4.58E-03
N28,0.243,0.245,0.2115,0.0126,0,4.58E-03
N280,0.863,0.934,0.0475,0.01,0,5.76E-02
N285,0.243,0.757,0.0963,0.0057,0,4.58E-03
N287,0.544,0.125,0.0719,0.0096,0,2.29E-02
N293,0.243,0.116,0.0681,0.0041,0,4.58E-03
N294,0.243,0.123,0.0714,0.0043,0,4.58E-03
N295,0.243,0.116,0.0689,0.0041,0,4.58E-03
N296,0.243,0.122,0.0708,0.0042,0,4.58E-03
N298,0.544,0.755,0.0975,0.013,0,2.29E-02
N3,0.243,0.244,0.0956,0.0057,0,4.58E-03
N30,0.243,0.252,0.213,0.0127,0,4.58E-03
N301,0.243,0.767,0.0954,0.0057,0,4.58E-03
N302,0.243,0.746,0.101,0.006,0,4.58E-03
N303,0.243,0.756,0.0956,0.0057,0,4.58E-03
N304,0.243,0.743,0.1042,0.0062,0,4.58E-03
N305,0.243,0.747,0.0954,0.0057,0,4.58E-03
N306,0.243,0.743,0.0984,0.0059,0,4.58E-03
N307,0.243,0.756,0.0954,0.0057,0,4.58E-03
N308,0.243,0.753,0.1023,0.0061,0,4.58E-03
N309,0.243,0.253,0.0984,0.0059,0,4.58E-03
N31,0.243,0.252,0.2144,0.0128,0,4.58E-03
N316,0.243,0.248,0.0982,0.0059,0,4.58E-03
N317,0.243,0.255,0.0969,0.0058,0,4.58E-03
N318,0.243,0.249,0.099,0.0059,0,4.58E-03
N319,0.544,0.756,0.0954,0.0127,0,2.29E-02
N32,0.243,0.001,0.0018,0.0001,0,4.58E-03
N322,0.243,0.245,0.0966,0.0058,0,4.58E-03
N323,0.243,0.261,0.099,0.0059,0,4.58E-03
N324,0.243,0.74,0.103,0.0061,0,4.58E-03
N325,0.243,0.758,0.0918,0.0055,0,4.58E-03
N326,0.243,0.755,0.0959,0.0057,0,4.58E-03
N327,0.243,0.755,0.0951,0.0057,0,4.58E-03
N328,0.243,0.747,0.0981,0.0058,0,4.58E-03
N329,0.243,0.748,0.0974,0.0058,0,4.58E-03
N33,0.243,0.001,0.002,0.0001,0,4.58E-03
N330,0.243,0.744,0.0976,0.0058,0,4.58E-03
N331,0.243,0.756,0.0963,0.0057,0,4.58E-03
N332,0.243,0.249,0.1001,0.006,0,4.58E-03
N333,0.243,0.247,0.097,0.0058,0,4.58E-03
N334,0.243,0.247,0.0988,0.0059,0,4.58E-03
N335,0.243,0.25,0.1002,0.006,0,4.58E-03
N336,0.243,0.253,0.0955,0.0057,0,4.58E-03
N337,0.243,0.253,0.0982,0.0059,0,4.58E-03
N338,0.243,0.254,0.0985,0.0059,0,4.58E-03
N339,0.243,0.251,0.1002,0.006,0,4.58E-03
N34,0.243,0.001,0.0017,0.0001,0,4.58E-03
N340,0.243,0.254,0.0954,0.0057,0,4.58E-03
N341,0.243,0.253,0.0988,0.0059,0,4.58E-03
N343,0.243,0.873,0.071,0.0042,0,4.58E-03
N347,0.243,0.063,0.0475,0.0028,0,4.58E-03
N349,0.243,0.983,0.0172,0.001,0,4.58E-03
N35,0.243,0.501,0.4153,0.0247,0,4.58E-03
N350,0.243,0.992,0.0092,0.0005,0,4.58E-03
N352,0.243,0.877,0.0714,0.0043,0,4.58E-03
N355,0.243,0.627,0.1221,0.0073,0,4.58E-03
N357,0.544,0.487,0.1912,0.0255,0,2.29E-02
N360,0.544,0.501,0.1951,0.026,0,2.29E-02
N363,0.544,0.51,0.1887,0.0251,0,2.29E-02
N366,0.544,0.491,0.1929,0.0257,0,2.29E-02
N37,0.243,0.498,0.4138,0.0247,0,4.58E-03
N375,0.243,0.494,0.1909,0.0114,0,4.58E-03
N376,0.544,0.502,0.1898,0.0253,0,2.29E-02
N379,0.544,0.49,0.1859,0.0248,0,2.29E-02
N38,0.243,0.503,0.4055,0.0242,0,4.58E-03
N382,0.544,0.504,0.1902,0.0253,0,2.29E-02
N385,0.544,0.501,0.1885,0.0251,0,2.29E-02
N388,0.243,0.122,0.072,0.0043,1,4.58E-03
N389,0.243,0.13,0.0736,0.0044,1,4.58E-03
N39,0.243,0.495,0.4076,0.0243,0,4.58E-03
N390,0.863,0.127,0.071,0.015,1,5.76E-02
N391,0.243,0.256,0.0964,0.0057,1,4.58E-03
N4,0.243,0.253,0.0954,0.0057,0,4.58E-03
N40,0.243,0.709,0.1278,0.0076,0,4.58E-03
N400,2.801,0.002,0.0032,0.0022,0,6.07E-01
N404,0.243,0.513,0.1912,0.0114,0,4.58E-03
N405,0.243,0.499,0.1951,0.0116,0,4.58E-03
N406,0.243,0.244,0.1815,0.0108,0,4.58E-03
N407,0.243,0.49,0.1887,0.0112,0,4.58E-03
N408,0.243,0.509,0.1929,0.0115,0,4.58E-03
N409,0.243,0.254,0.1846,0.011,0,4.58E-03
N41,0.243,0.725,0.1179,0.007,0,4.58E-03
N410,0.243,0.946,0.0445,0.0026,0,4.58E-03
N411,0.243,0.498,0.1898,0.0113,0,4.58E-03
N412,0.243,0.51,0.1859,0.0111,0,4.58E-03
N413,0.243,0.245,0.1764,0.0105,0,4.58E-03
N414,0.243,0.496,0.1902,0.0113,0,4.58E-03
N415,0.243,0.499,0.1885,0.0112,0,4.58E-03
N416,0.243,0.255,0.1831,0.0109,0,4.58E-03
N417,0.243,0.253,0.0981,0.0058,0,4.58E-03
N418,0.243,0.066,0.048,0.0029,1,4.58E-03
N419,0.243,0.942,0.043,0.0026,1,4.58E-03
N420,0.243,0.695,0.0967,0.0058,1,1.12E-01
N421,0.544,0.884,0.0689,0.0092,1,1.12E-01
N422,0.243,0.878,0.0708,0.0042,1,4.58E-03
N423,0.243,0.384,0.1196,0.0071,1,4.58E-03
N425,0.243,0.256,0.186,0.0111,0,4.58E-03
N426,0.243,0.253,0.1814,0.0108,0,4.58E-03
N427,1.203,0.049,0.0405,0.0119,0,1.12E-01
N43,0.243,0.71,0.1248,0.0074,0,4.58E-03
N44,0.243,0.705,0.1328,0.0079,0,4.58E-03
N442,0.243,0.985,0.0168,0.001,0,4.58E-03
N443,0.243,0.95,0.0422,0.0025,0,4.58E-03
N444,0.243,0.254,0.181,0.0108,0,4.58E-03
N445,0.243,0.25,0.1785,0.0106,0,4.58E-03
N446,0.243,0.99,0.01,0.0006,1,4.58E-03
N447,1.951,0.127,0.0728,0.0348,1,2.94E-01
N448,0.243,0.017,0.0172,0.001,1,4.58E-03
N449,0.243,0.008,0.0092,0.0005,1,4.58E-03
N45,0.243,0.701,0.1358,0.0081,0,4.58E-03
N450,0.243,0.373,0.1221,0.0073,1,4.58E-03
N46,0.243,0.703,0.1336,0.008,0,4.58E-03
N460,0.544,0.5,0.3491,0.0465,0,2.29E-02
N463,0.544,0.493,0.348,0.0463,0,2.29E-02
N466,2.801,0.067,0.0558,0.0383,0,6.07E-01
N47,0.243,0.708,0.1322,0.0079,0,4.58E-03
N475,0.243,0.026,0.025,0.0015,0,4.58E-03
N476,1.203,0.004,0.0056,0.0016,0,1.12E-01
N477,0.243,0.025,0.0233,0.0014,0,4.58E-03
N479,0.243,0.026,0.0231,0.0014,0,4.58E-03
N48,0.243,0.698,0.1338,0.008,0,4.58E-03
N481,0.243,0.026,0.0248,0.0015,0,4.58E-03
N483,1.203,0.542,0.1209,0.0356,0,1.12E-01
N488,1.203,0.996,0.005,0.0015,0,1.12E-01
N49,0.243,0.15,0.0911,0.0054,0,4.58E-03
N492,0.544,0.501,0.3393,0.0452,0,2.29E-02
N495,0.544,0.495,0.3414,0.0455,0,2.29E-02
N498,0.243,0.748,0.2178,0.013,0,4.58E-03
N499,0.243,0.753,0.2133,0.0127,0,4.58E-03
N5,0.243,0.244,0.0954,0.0057,0,4.58E-03
N50,0.243,0.138,0.0815,0.0049,0,4.58E-03
N500,0.243,0.755,0.2115,0.0126,0,4.58E-03
N501,0.243,0.743,0.2183,0.013,0,4.58E-03
N502,0.243,0.034,0.0328,0.002,0,4.58E-03
N503,0.243,0.97,0.0293,0.0017,0,4.58E-03
N504,0.243,0.034,0.0338,0.002,0,4.58E-03
N505,0.243,0.972,0.0276,0.0016,0,4.58E-03
N506,0.243,0.031,0.0325,0.0019,0,4.58E-03
N507,0.243,0.971,0.0271,0.0016,0,4.58E-03
N508,0.243,0.034,0.0321,0.0019,0,4.58E-03
N509,0.243,0.97,0.029,0.0017,0,4.58E-03
N510,0.243,0.268,0.1126,0.0067,0,4.58E-03
N511,0.243,0.033,0.0325,0.0019,0,4.58E-03
N512,0.243,0.266,0.1099,0.0066,0,4.58E-03
N513,0.243,0.033,0.0341,0.002,0,4.58E-03
N514,0.243,0.263,0.11,0.0066,0,4.58E-03
N515,0.243,0.032,0.031,0.0018,0,4.58E-03
N516,0.243,0.272,0.1121,0.0067,0,4.58E-03
N517,0.243,0.035,0.0337,0.002,0,4.58E-03
N518,0.243,0.748,0.213,0.0127,0,4.58E-03
N519,0.243,0.755,0.2084,0.0124,0,4.58E-03
N52,0.243,0.141,0.0861,0.0051,0,4.58E-03
N520,0.243,0.748,0.2144,0.0128,0,4.58E-03
N521,0.243,0.747,0.21,0.0125,0,4.58E-03
N522,0.243,0.001,0.0013,8.00E-05,0,4.58E-03
N523,0.243,0.001,0.0017,0.0001,0,4.58E-03
N524,0.243,0.001,0.0012,6.91E-05,0,4.58E-03
N525,0.243,0.001,0.0019,0.0001,0,4.58E-03
N526,0.243,0.001,0.0015,8.73E-05,0,4.58E-03
N527,0.243,0.999,0.0018,0.0001,0,4.58E-03
N528,0.243,0.999,0.002,0.0001,0,4.58E-03
N529,0.243,0.999,0.0017,0.0001,0,4.58E-03
N53,0.243,0.155,0.094,0.0056,0,4.58E-03
N530,0.544,0.499,0.4153,0.0553,0,2.29E-02
N533,0.544,0.502,0.4138,0.0551,0,2.29E-02
N536,0.243,0.729,0.1129,0.0067,0,4.58E-03
N537,0.243,0.736,0.1108,0.0066,0,4.58E-03
N538,0.243,0.728,0.1122,0.0067,0,4.58E-03
N539,0.243,0.724,0.1199,0.0071,0,4.58E-03
N54,0.243,0.152,0.0955,0.0057,0,4.58E-03
N540,0.243,0.704,0.1331,0.0079,0,4.58E-03
N541,0.243,0.706,0.131,0.0078,0,4.58E-03
N542,0.243,0.71,0.1296,0.0077,0,4.58E-03
N543,0.243,0.7,0.1317,0.0078,0,4.58E-03
N544,0.544,0.497,0.4055,0.054,0,2.29E-02
N547,0.544,0.505,0.4076,0.0543,0,2.29E-02
N550,0.243,0.501,0.4153,0.0247,0,4.58E-03
N551,0.243,0.498,0.4138,0.0247,0,4.58E-03
N552,0.243,0.25,0.3671,0.0219,0,4.58E-03
N553,0.863,0.291,0.1278,0.027,0,5.76E-02
N557,1.203,0.275,0.1179,0.0347,0,2.29E-02
N56,0.243,0.148,0.0939,0.0056,0,4.58E-03
N561,0.863,0.29,0.1248,0.0264,0,5.76E-02
N565,0.863,0.295,0.1328,0.0281,0,5.76E-02
N569,0.863,0.299,0.1358,0.0287,0,5.76E-02
N57,0.243,0.147,0.092,0.0055,0,4.58E-03
N573,0.863,0.297,0.1336,0.0283,0,5.76E-02
N577,0.863,0.292,0.1322,0.028,0,5.76E-02
N58,0.243,0.151,0.0933,0.0056,0,4.58E-03
N581,0.863,0.302,0.1338,0.0283,0,5.76E-02
N585,0.243,0.503,0.4055,0.0242,0,4.58E-03
N586,0.243,0.495,0.4076,0.0243,0,4.58E-03
N587,0.243,0.251,0.366,0.0218,0,4.58E-03
N588,0.243,0.25,0.3735,0.0223,0,4.58E-03
N589,0.243,0.248,0.3683,0.0219,0,4.58E-03
N590,0.863,0.85,0.0911,0.0193,0,5.76E-02
N593,0.544,0.655,0.1296,0.0173,0,2.29E-02
N596,0.243,0.15,0.0916,0.0055,0,4.58E-03
N597,0.863,0.862,0.0815,0.0172,0,5.76E-02
N6,0.243,0.244,0.0954,0.0057,0,4.58E-03
N60,0.243,0.328,0.1279,0.0076,0,4.58E-03
N600,1.203,0.64,0.1302,0.0384,0,1.12E-01
